"","unitid","year","opeid.x","fips.x.x","pp_years_since_entering_repay","pp_cohort_year.x","pp_repay_rate","pp_repay_rate_lowincome","pp_repay_rate_midincome","pp_repay_count_highincome","pp_race","pp_sex","grad rate","enrollment","received any aid","pct students receiving aid","pp_inst_name_fsa","pp_loan_type","pp_loan_recipients_unitid","pp_value_loan_disbursements_unitid","pp_hbcu","pp_average_loan","unsub_cohort_year.x","unsub_loan_type","unsub_loan_recipients_unitid","unsub_value_loan_disbursements_unitid","unsub_hbcu","unsub_average_loan"
"105",101912,2012,103300,1,5,2007,0.408408,0.372611,0.386957,122,2,99,0.37,1777,1,0.94,"OAKWOOD UNIVERSITY",7,200,2616493,"Yes",13082.465,2007,4,1550,6886224,"Yes",4442.72516129032
"106",101912,2012,103300,1,5,2007,0.408408,0.372611,0.386957,122,1,99,NA,1777,1,0.94,"OAKWOOD UNIVERSITY",7,200,2616493,"Yes",13082.465,2007,4,1550,6886224,"Yes",4442.72516129032
"107",102049,2010,103600,1,3,2007,0.793814,0.639456,0.780374,221,2,99,0.553,3105,1,0.97,"SAMFORD UNIVERSITY",7,535,8355156,"No",15617.1140186916,2007,4,1031,3941733,"No",3823.21338506305
"108",102049,2010,103600,1,3,2007,0.793814,0.639456,0.780374,221,1,99,0.715,3105,1,0.97,"SAMFORD UNIVERSITY",7,535,8355156,"No",15617.1140186916,2007,4,1031,3941733,"No",3823.21338506305
"109",102049,2012,103600,1,5,2007,0.836276,0.701863,0.827273,242,1,99,0.702,3100,1,0.98,"SAMFORD UNIVERSITY",7,462,7918186,"No",17138.9307359307,2007,4,991,4061262,"No",4098.14530776993
"110",102049,2012,103600,1,5,2007,0.836276,0.701863,0.827273,242,2,99,0.419,3100,1,0.98,"SAMFORD UNIVERSITY",7,462,7918186,"No",17138.9307359307,2007,4,991,4061262,"No",4098.14530776993
"111",102076,2012,103800,1,5,2007,-3,-3,-3,-3,2,99,0.3,2023,1,0.96,"SNEAD STATE COMMUNITY COLLEGE",7,2,11500,"No",5750,2007,4,239,580265,"No",2427.8870292887
"112",102076,2012,103800,1,5,2007,-3,-3,-3,-3,1,99,0.359,2023,1,0.96,"SNEAD STATE COMMUNITY COLLEGE",7,2,11500,"No",5750,2007,4,239,580265,"No",2427.8870292887
"113",102234,2010,104100,1,3,2007,0.645995,0.475862,0.728571,102,1,99,0.645,1402,1,1,"SPRING HILL COLLEGE",7,216,2290500,"No",10604.1666666667,2007,4,901,3622327,"No",4020.34073251942
"114",102234,2010,104100,1,3,2007,0.645995,0.475862,0.728571,102,2,99,0.537,1402,1,1,"SPRING HILL COLLEGE",7,216,2290500,"No",10604.1666666667,2007,4,901,3622327,"No",4020.34073251942
"115",102234,2012,104100,1,5,2007,0.657568,0.432258,0.755396,109,1,99,0.588,1225,1,1,"SPRING HILL COLLEGE",7,154,2072513,"No",13457.8766233766,2007,4,762,3209272,"No",4211.64304461942
"116",102234,2012,104100,1,5,2007,0.657568,0.432258,0.755396,109,2,99,0.38,1225,1,1,"SPRING HILL COLLEGE",7,154,2072513,"No",13457.8766233766,2007,4,762,3209272,"No",4211.64304461942
"117",102270,2010,104400,1,3,2007,0.307071,0.29052,0.323077,38,1,99,0.375,1201,1,0.97,"STILLMAN COLLEGE",7,292,2318163,"Yes",7938.91438356164,2007,4,897,3515026,"Yes",3918.64659977703
"118",102270,2010,104400,1,3,2007,0.307071,0.29052,0.323077,38,2,99,0.332,1201,1,0.97,"STILLMAN COLLEGE",7,292,2318163,"Yes",7938.91438356164,2007,4,897,3515026,"Yes",3918.64659977703
"119",102270,2012,104400,1,5,2007,0.351648,0.34153,0.35,40,1,99,0.4,940,1,1,"STILLMAN COLLEGE",7,102,1000947,"Yes",9813.20588235294,2007,4,779,3536898,"Yes",4540.3055198973
"120",102270,2012,104400,1,5,2007,0.351648,0.34153,0.35,40,2,99,0.258,940,1,1,"STILLMAN COLLEGE",7,102,1000947,"Yes",9813.20588235294,2007,4,779,3536898,"Yes",4540.3055198973
"121",102298,2010,104600,1,3,2007,0.228261,0.215827,-3,12,1,99,NA,553,1,0.84,"TALLADEGA COLLEGE",7,83,610591,"Yes",7356.51807228916,2007,4,572,2115387,"Yes",3698.22902097902
"122",102298,2010,104600,1,3,2007,0.228261,0.215827,-3,12,2,99,0.142,553,1,0.84,"TALLADEGA COLLEGE",7,83,610591,"Yes",7356.51807228916,2007,4,572,2115387,"Yes",3698.22902097902
"123",102298,2012,104600,1,5,2007,0.284314,0.272109,-3,11,1,99,NA,542,1,0.98,"TALLADEGA COLLEGE",7,25,169865,"Yes",6794.6,2007,4,735,3197789,"Yes",4350.73333333333
"124",102298,2012,104600,1,5,2007,0.284314,0.272109,-3,11,2,99,0.831,542,1,0.98,"TALLADEGA COLLEGE",7,25,169865,"Yes",6794.6,2007,4,735,3197789,"Yes",4350.73333333333
"125",102377,2010,105000,1,3,2007,0.480263,0.459245,0.47931,119,2,99,0.42,2525,1,0.98,"TUSKEGEE UNIVERSITY",7,546,6220095,"Yes",11392.1153846154,2007,4,1909,7876958,"Yes",4126.22210581456
"126",102377,2010,105000,1,3,2007,0.480263,0.459245,0.47931,119,1,99,0,2525,1,0.98,"TUSKEGEE UNIVERSITY",7,546,6220095,"Yes",11392.1153846154,2007,4,1909,7876958,"Yes",4126.22210581456
"127",102377,2012,105000,1,5,2007,0.518411,0.480565,0.539157,134,2,99,0.432,2606,1,0.96,"TUSKEGEE UNIVERSITY",7,427,6868493,"Yes",16085.4637002342,2007,4,2011,9348830,"Yes",4648.84634510194
"128",102377,2012,105000,1,5,2007,0.518411,0.480565,0.539157,134,1,99,0,2606,1,0.96,"TUSKEGEE UNIVERSITY",7,427,6868493,"Yes",16085.4637002342,2007,4,2011,9348830,"Yes",4648.84634510194
"129",131283,2010,143700,11,3,2007,0.856568,0.776699,0.817259,446,2,99,0.515,3659,1,0.94,"CATHOLIC UNIVERSITY OF AMERICA (THE)",7,628,14327293,"No",22814.1608280255,2007,4,1978,6646565,"No",3360.24519716886
"130",131283,2010,143700,11,3,2007,0.856568,0.776699,0.817259,446,1,99,0.731,3659,1,0.94,"CATHOLIC UNIVERSITY OF AMERICA (THE)",7,628,14327293,"No",22814.1608280255,2007,4,1978,6646565,"No",3360.24519716886
"131",131283,2012,143700,11,5,2007,0.876084,0.752066,0.84434,474,2,99,0.65,3757,1,0.95,"CATHOLIC UNIVERSITY OF AMERICA (THE)",7,585,14372206,"No",24567.8735042735,2007,4,2018,6918645,"No",3428.46630327056
"132",131283,2012,143700,11,5,2007,0.876084,0.752066,0.84434,474,1,99,0.698,3757,1,0.95,"CATHOLIC UNIVERSITY OF AMERICA (THE)",7,585,14372206,"No",24567.8735042735,2007,4,2018,6918645,"No",3428.46630327056
"133",131308,2010,1195000,11,3,2007,0.755725,0.696078,0.747253,69,2,99,0.75,361,1,1,"CORCORAN COLLEGE OF ART AND DESIGN",7,94,1377313,"No",14652.2659574468,2007,4,247,944581,"No",3824.21457489879
"134",131308,2010,1195000,11,3,2007,0.755725,0.696078,0.747253,69,1,99,0.517,361,1,1,"CORCORAN COLLEGE OF ART AND DESIGN",7,94,1377313,"No",14652.2659574468,2007,4,247,944581,"No",3824.21457489879
"135",131308,2012,1195000,11,5,2007,0.717857,0.647059,0.684211,83,2,99,0.333,289,1,0.81,"CORCORAN COLLEGE OF ART AND DESIGN",7,53,893234,"No",16853.4716981132,2007,4,213,909228,"No",4268.67605633803
"136",131308,2012,1195000,11,5,2007,0.717857,0.647059,0.684211,83,1,99,0.545,289,1,0.81,"CORCORAN COLLEGE OF ART AND DESIGN",7,53,893234,"No",16853.4716981132,2007,4,213,909228,"No",4268.67605633803
"137",131450,2010,144300,11,3,2007,0.61512,0.54,0.723404,47,2,99,0.143,1035,1,0.94,"GALLAUDET UNIVERSITY",7,55,495149,"No",9002.70909090909,2007,4,329,1267787,"No",3853.45592705167
"138",131450,2010,144300,11,3,2007,0.61512,0.54,0.723404,47,1,99,0.5,1035,1,0.94,"GALLAUDET UNIVERSITY",7,55,495149,"No",9002.70909090909,2007,4,329,1267787,"No",3853.45592705167
"139",131450,2012,144300,11,5,2007,0.649007,0.607843,0.67,49,1,99,0.553,1062,1,0.88,"GALLAUDET UNIVERSITY",7,41,384848,"No",9386.53658536585,2007,4,380,1450457,"No",3816.99210526316
"140",131450,2012,144300,11,5,2007,0.649007,0.607843,0.67,49,2,99,0.211,1062,1,0.88,"GALLAUDET UNIVERSITY",7,41,384848,"No",9386.53658536585,2007,4,380,1450457,"No",3816.99210526316
"141",131469,2010,144400,11,3,2007,0.865681,0.784314,0.862888,719,1,99,0.815,10153,1,0.73,"GEORGE WASHINGTON UNIVERSITY",7,786,16462826,"No",20945.0712468193,2007,4,3522,11643543,"No",3305.94633730835
"142",131469,2010,144400,11,3,2007,0.865681,0.784314,0.862888,719,2,99,0.689,10153,1,0.73,"GEORGE WASHINGTON UNIVERSITY",7,786,16462826,"No",20945.0712468193,2007,4,3522,11643543,"No",3305.94633730835
"143",131469,2012,144400,11,5,2007,0.896706,0.8175,0.895349,789,1,99,0.82,10304,1,0.68,"GEORGE WASHINGTON UNIVERSITY",7,706,15538254,"No",22008.8583569405,2007,4,3725,12414861,"No",3332.84859060403
"144",131469,2012,144400,11,5,2007,0.896706,0.8175,0.895349,789,2,99,0.731,10304,1,0.68,"GEORGE WASHINGTON UNIVERSITY",7,706,15538254,"No",22008.8583569405,2007,4,3725,12414861,"No",3332.84859060403
"145",131496,2010,144500,11,3,2007,0.897087,0.831276,0.896774,477,2,99,0.868,7411,1,0.58,"GEORGETOWN UNIVERSITY",7,402,9457220,"No",23525.4228855721,2007,4,1003,4787470,"No",4773.15054835494
"146",131496,2010,144500,11,3,2007,0.897087,0.831276,0.896774,477,1,99,0.952,7411,1,0.58,"GEORGETOWN UNIVERSITY",7,402,9457220,"No",23525.4228855721,2007,4,1003,4787470,"No",4773.15054835494
"147",131496,2012,144500,11,5,2007,0.914912,0.831502,0.917847,561,2,99,0.885,7346,1,0.53,"GEORGETOWN UNIVERSITY",7,364,9727708,"No",26724.4725274725,2007,4,806,3588397,"No",4452.10545905707
"148",131496,2012,144500,11,5,2007,0.914912,0.831502,0.917847,561,1,99,0.943,7346,1,0.53,"GEORGETOWN UNIVERSITY",7,364,9727708,"No",26724.4725274725,2007,4,806,3588397,"No",4452.10545905707
"149",131520,2010,144800,11,3,2007,0.46899,0.438788,0.438525,394,2,99,0.607,6959,1,0.9,"HOWARD UNIVERSITY",7,1987,35204252,"Yes",17717.2883744338,2007,4,5204,20072260,"Yes",3857.08301306687
"150",131520,2010,144800,11,3,2007,0.46899,0.438788,0.438525,394,1,99,0.667,6959,1,0.9,"HOWARD UNIVERSITY",7,1987,35204252,"Yes",17717.2883744338,2007,4,5204,20072260,"Yes",3857.08301306687
"151",131520,2012,144800,11,5,2007,0.494107,0.456476,0.495828,425,1,99,NA,6446,1,0.93,"HOWARD UNIVERSITY",7,1657,38491212,"Yes",23229.458056729,2007,4,4507,19005100,"Yes",4216.79609496339
"152",131520,2012,144800,11,5,2007,0.494107,0.456476,0.495828,425,2,99,0.599,6446,1,0.93,"HOWARD UNIVERSITY",7,1657,38491212,"Yes",23229.458056729,2007,4,4507,19005100,"Yes",4216.79609496339
"153",131830,2010,2132800,11,3,2007,-3,-3,-3,-3,2,99,1,48,1,0.75,"NATIONAL CONSERVATORY OF DRAMATIC ARTS",7,1,12600,"No",12600,2007,4,16,101177,"No",6323.5625
"154",131830,2010,2132800,11,3,2007,-3,-3,-3,-3,1,99,0.667,48,1,0.75,"NATIONAL CONSERVATORY OF DRAMATIC ARTS",7,1,12600,"No",12600,2007,4,16,101177,"No",6323.5625
"155",131830,2012,2132800,11,5,2007,-3,-3,-3,-3,1,99,1,60,1,0.5,"NATIONAL CONSERVATORY OF DRAMATIC ARTS",7,1,2900,"No",2900,2007,4,18,67770,"No",3765
"156",131830,2012,2132800,11,5,2007,-3,-3,-3,-3,2,99,1,60,1,0.5,"NATIONAL CONSERVATORY OF DRAMATIC ARTS",7,1,2900,"No",2900,2007,4,18,67770,"No",3765
"157",131876,2010,146000,11,3,2007,0.459677,0.391304,0.508671,47,2,99,0.452,1336,1,0.99,"TRINITY COLLEGE",7,137,1215664,"No",8873.4598540146,2007,4,1304,5701895,"No",4372.61886503067
"158",131876,2010,146000,11,3,2007,0.459677,0.391304,0.508671,47,1,99,0.429,1336,1,0.99,"TRINITY COLLEGE",7,137,1215664,"No",8873.4598540146,2007,4,1304,5701895,"No",4372.61886503067
"159",131876,2012,146000,11,5,2007,0.499055,0.454849,0.539326,52,1,99,1,1492,1,0.99,"TRINITY COLLEGE",7,59,561150,"No",9511.01694915254,2007,4,1524,6524793,"No",4281.36023622047
"160",131876,2012,146000,11,5,2007,0.499055,0.454849,0.539326,52,2,99,0.296,1492,1,0.99,"TRINITY COLLEGE",7,59,561150,"No",9511.01694915254,2007,4,1524,6524793,"No",4281.36023622047
"161",135364,2010,3100900,13,3,2007,0.4,-3,0.431818,-3,2,99,0.333,310,1,0.71,"LUTHER RICE UNIVERSITY",7,1,4000,"No",4000,2007,4,221,1498431,"No",6780.23076923077
"162",135364,2010,3100900,13,3,2007,0.4,-3,0.431818,-3,1,99,0,310,1,0.71,"LUTHER RICE UNIVERSITY",7,1,4000,"No",4000,2007,4,221,1498431,"No",6780.23076923077
"163",135364,2012,3100900,13,5,2007,0.5,-3,0.565217,11,2,99,1,351,1,0.67,"LUTHER RICE UNIVERSITY",7,0,0,"No",NA,2007,4,264,1628733,"No",6169.44318181818
"164",135364,2012,3100900,13,5,2007,0.5,-3,0.565217,11,1,99,0,351,1,0.67,"LUTHER RICE UNIVERSITY",7,0,0,"No",NA,2007,4,264,1628733,"No",6169.44318181818
"165",138558,2010,154100,13,3,2007,0.507937,0.410049,0.570115,145,2,99,0.084,2733,1,0.9,"ABRAHAM BALDWIN AGRICULTURAL COLLEGE",7,186,753373,"No",4050.39247311828,2007,4,1437,4305356,"No",2996.0723729993
"166",138558,2010,154100,13,3,2007,0.507937,0.410049,0.570115,145,1,99,0.219,2733,1,0.9,"ABRAHAM BALDWIN AGRICULTURAL COLLEGE",7,186,753373,"No",4050.39247311828,2007,4,1437,4305356,"No",2996.0723729993
"167",138558,2012,154100,13,5,2007,0.52085,0.443598,0.555799,158,2,99,0.063,2564,1,0.84,"ABRAHAM BALDWIN AGRICULTURAL COLLEGE",7,78,357287,"No",4580.60256410256,2007,4,1133,3692624,"No",3259.15622241836
"168",138558,2012,154100,13,5,2007,0.52085,0.443598,0.555799,158,1,99,0.189,2564,1,0.84,"ABRAHAM BALDWIN AGRICULTURAL COLLEGE",7,78,357287,"No",4580.60256410256,2007,4,1133,3692624,"No",3259.15622241836
"169",138600,2010,154200,13,3,2007,0.746835,0.727273,0.729167,64,2,99,0.576,920,1,1,"AGNES SCOTT COLLEGE",7,125,1388586,"No",11108.688,2007,4,489,1773785,"No",3627.37218813906
"170",138600,2010,154200,13,3,2007,0.746835,0.727273,0.729167,64,1,99,0.607,920,1,1,"AGNES SCOTT COLLEGE",7,125,1388586,"No",11108.688,2007,4,489,1773785,"No",3627.37218813906
"171",138600,2012,154200,13,5,2007,0.763838,0.709677,0.805556,70,2,99,0.827,892,1,1,"AGNES SCOTT COLLEGE",7,93,1128378,"No",12133.0967741935,2007,4,571,2204378,"No",3860.55691768827
"172",138600,2012,154200,13,5,2007,0.763838,0.709677,0.805556,70,1,99,0.685,892,1,1,"AGNES SCOTT COLLEGE",7,93,1128378,"No",12133.0967741935,2007,4,571,2204378,"No",3860.55691768827
"173",138655,2010,2284300,13,3,2007,0.339233,0.322695,-3,-3,2,99,0.704,517,1,0.88,"INTERACTIVE COLLEGE OF TECHNOLOGY",7,8,31835,"No",3979.375,2007,4,146,200346,"No",1372.23287671233
"174",138655,2010,2284300,13,3,2007,0.339233,0.322695,-3,-3,1,99,0.576,517,1,0.88,"INTERACTIVE COLLEGE OF TECHNOLOGY",7,8,31835,"No",3979.375,2007,4,146,200346,"No",1372.23287671233
"175",138655,2012,2284300,13,5,2007,0.332432,0.320261,-3,-3,1,99,0.65,307,1,0.92,"INTERACTIVE COLLEGE OF TECHNOLOGY",7,2,6800,"No",3400,2007,4,255,361588,"No",1417.99215686275
"176",138655,2012,2284300,13,5,2007,0.332432,0.320261,-3,-3,2,99,0.711,307,1,0.92,"INTERACTIVE COLLEGE OF TECHNOLOGY",7,2,6800,"No",3400,2007,4,255,361588,"No",1417.99215686275
"177",138682,2010,560100,13,3,2007,0.341463,-3,-3,-3,2,99,0.414,4733,1,0.99,"ALBANY TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,2115,6058113,"No",2864.35602836879
"178",138682,2010,560100,13,3,2007,0.341463,-3,-3,-3,1,99,0.463,4733,1,0.99,"ALBANY TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,2115,6058113,"No",2864.35602836879
"179",138682,2012,560100,13,5,2007,0.282609,-3,-3,-3,1,99,0.577,3707,1,0.99,"ALBANY TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,1617,3077572,"No",1903.26035868893
"180",138682,2012,560100,13,5,2007,0.282609,-3,-3,-3,2,99,0.37,3707,1,0.99,"ALBANY TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,1617,3077572,"No",1903.26035868893
"181",138691,2010,154300,13,3,2007,0.356354,0.303078,0.463592,131,2,99,0.075,4736,1,0.87,"DARTON STATE COLLEGE",7,28,108454,"No",3873.35714285714,2007,4,2783,8043345,"No",2890.17067912325
"182",138691,2010,154300,13,3,2007,0.356354,0.303078,0.463592,131,1,99,0.201,4736,1,0.87,"DARTON STATE COLLEGE",7,28,108454,"No",3873.35714285714,2007,4,2783,8043345,"No",2890.17067912325
"183",138691,2012,154300,13,5,2007,0.388519,0.335048,0.484581,136,2,99,0.06,5000,1,0.91,"DARTON STATE COLLEGE",7,57,293589,"No",5150.68421052632,2007,4,3878,12725384,"No",3281.42960288809
"184",138691,2012,154300,13,5,2007,0.388519,0.335048,0.484581,136,1,99,0.233,5000,1,0.91,"DARTON STATE COLLEGE",7,57,293589,"No",5150.68421052632,2007,4,3878,12725384,"No",3281.42960288809
"185",138716,2010,154400,13,3,2007,0.315466,0.284327,0.364217,104,2,99,0.408,4129,1,0.98,"ALBANY STATE UNIVERSITY",7,471,4911053,"Yes",10426.864118896,2007,4,3770,16060886,"Yes",4260.18196286472
"186",138716,2010,154400,13,3,2007,0.315466,0.284327,0.364217,104,1,99,0.333,4129,1,0.98,"ALBANY STATE UNIVERSITY",7,471,4911053,"Yes",10426.864118896,2007,4,3770,16060886,"Yes",4260.18196286472
"187",138716,2012,154400,13,5,2007,0.324885,0.292419,0.365439,118,1,99,0.556,3331,1,0.99,"ALBANY STATE UNIVERSITY",7,250,2475998,"Yes",9903.992,2007,4,3685,18069452,"Yes",4903.51478968792
"188",138716,2012,154400,13,5,2007,0.324885,0.292419,0.365439,118,2,99,0.427,3331,1,0.99,"ALBANY STATE UNIVERSITY",7,250,2475998,"Yes",9903.992,2007,4,3685,18069452,"Yes",4903.51478968792
"189",138761,2010,154500,13,3,2007,0.451754,0.350877,0.486486,40,2,99,0.091,263,1,0.95,"ANDREW COLLEGE",7,46,285139,"No",6198.67391304348,2007,4,187,644030,"No",3444.01069518717
"190",138761,2010,154500,13,3,2007,0.451754,0.350877,0.486486,40,1,99,0.227,263,1,0.95,"ANDREW COLLEGE",7,46,285139,"No",6198.67391304348,2007,4,187,644030,"No",3444.01069518717
"191",138761,2012,154500,13,5,2007,0.482609,0.347826,0.56338,44,2,99,0.143,283,1,1,"ANDREW COLLEGE",7,32,181201,"No",5662.53125,2007,4,224,882420,"No",3939.375
"192",138761,2012,154500,13,5,2007,0.482609,0.347826,0.56338,44,1,99,0.259,283,1,1,"ANDREW COLLEGE",7,32,181201,"No",5662.53125,2007,4,224,882420,"No",3939.375
"193",138840,2012,854300,13,5,2007,-3,-3,-3,-3,2,99,0.229,4217,1,0.97,"ATLANTA TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,3149,9455620,"No",3002.73737694506
"194",138840,2012,854300,13,5,2007,-3,-3,-3,-3,1,99,0.389,4217,1,0.97,"ATLANTA TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,3149,9455620,"No",3002.73737694506
"195",138901,2010,1216500,13,3,2007,0.298469,0.281746,-3,17,1,99,0,2746,1,0.91,"ATLANTA METROPOLITAN  STATE COLLEGE",7,11,85360,"No",7760,2007,4,1110,3623392,"No",3264.31711711712
"196",138901,2010,1216500,13,3,2007,0.298469,0.281746,-3,17,2,99,0.116,2746,1,0.91,"ATLANTA METROPOLITAN  STATE COLLEGE",7,11,85360,"No",7760,2007,4,1110,3623392,"No",3264.31711711712
"197",138901,2012,1216500,13,5,2007,0.321016,0.338028,-3,21,1,99,0,2437,1,0.86,"ATLANTA METROPOLITAN  STATE COLLEGE",7,12,60697,"No",5058.08333333333,2007,4,621,1639678,"No",2640.38325281804
"198",138901,2012,1216500,13,5,2007,0.321016,0.338028,-3,21,2,99,0.085,2437,1,0.86,"ATLANTA METROPOLITAN  STATE COLLEGE",7,12,60697,"No",5058.08333333333,2007,4,621,1639678,"No",2640.38325281804
"199",138947,2010,155900,13,3,2007,0.395745,0.364316,0.421851,285,1,99,0.333,3207,1,0.97,"CLARK ATLANTA UNIVERSITY",7,1166,22017320,"Yes",18882.7787307033,2007,4,3047,12235298,"Yes",4015.52280932064
"200",138947,2010,155900,13,3,2007,0.395745,0.364316,0.421851,285,2,99,0.408,3207,1,0.97,"CLARK ATLANTA UNIVERSITY",7,1166,22017320,"Yes",18882.7787307033,2007,4,3047,12235298,"Yes",4015.52280932064
"201",138947,2012,155900,13,5,2007,0.442177,0.428852,0.441217,316,1,99,0,2631,1,0.98,"CLARK ATLANTA UNIVERSITY",7,835,16233973,"Yes",19441.8838323353,2007,4,2493,10763476,"Yes",4317.47934215804
"202",138947,2012,155900,13,5,2007,0.442177,0.428852,0.441217,316,2,99,0.394,2631,1,0.98,"CLARK ATLANTA UNIVERSITY",7,835,16233973,"Yes",19441.8838323353,2007,4,2493,10763476,"Yes",4317.47934215804
"203",139010,2010,1107400,13,3,2007,0.337313,0.297872,-3,-3,1,99,0.164,3375,1,0.95,"BAINBRIDGE COLLEGE",7,0,0,"No",NA,2007,4,1358,3114754,"No",2293.63328424153
"204",139010,2010,1107400,13,3,2007,0.337313,0.297872,-3,-3,2,99,0.066,3375,1,0.95,"BAINBRIDGE COLLEGE",7,0,0,"No",NA,2007,4,1358,3114754,"No",2293.63328424153
"205",139010,2012,1107400,13,5,2007,0.328877,0.300319,-3,-3,1,99,0.088,2308,1,0.97,"BAINBRIDGE STATE COLLEGE",7,0,0,"No",NA,2007,4,1624,4980934,"No",3067.0775862069
"206",139010,2012,1107400,13,5,2007,0.328877,0.300319,-3,-3,2,99,0.031,2308,1,0.97,"BAINBRIDGE STATE COLLEGE",7,0,0,"No",NA,2007,4,1624,4980934,"No",3067.0775862069
"207",139144,2010,155400,13,3,2007,0.850917,0.785714,0.877005,151,1,99,0.588,1910,1,1,"BERRY COLLEGE",7,287,3216896,"No",11208.6968641115,2007,4,910,3028671,"No",3328.20989010989
"208",139144,2010,155400,13,3,2007,0.850917,0.785714,0.877005,151,2,99,0.571,1910,1,1,"BERRY COLLEGE",7,287,3216896,"No",11208.6968641115,2007,4,910,3028671,"No",3328.20989010989
"209",139144,2012,155400,13,5,2007,0.885529,0.841584,0.9,162,2,99,0.76,2025,1,1,"BERRY COLLEGE",7,238,3246193,"No",13639.4663865546,2007,4,965,3550046,"No",3678.80414507772
"210",139144,2012,155400,13,5,2007,0.885529,0.841584,0.9,162,1,99,0.588,2025,1,1,"BERRY COLLEGE",7,238,3246193,"No",13639.4663865546,2007,4,965,3550046,"No",3678.80414507772
"211",139214,2010,2060900,13,3,2007,0.559006,0.468085,-3,21,2,99,0.833,236,1,1,"BROWN COLLEGE OF COURT REPORTING",7,6,37007,"No",6167.83333333333,2007,4,314,1870271,"No",5956.27707006369
"212",139214,2010,2060900,13,3,2007,0.559006,0.468085,-3,21,1,99,0.571,236,1,1,"BROWN COLLEGE OF COURT REPORTING",7,6,37007,"No",6167.83333333333,2007,4,314,1870271,"No",5956.27707006369
"213",139214,2012,2060900,13,5,2007,0.590361,0.521277,-3,22,2,99,0,186,1,1,"BROWN COLLEGE OF COURT REPORTING",7,5,41011,"No",8202.2,2007,4,246,1486777,"No",6043.80894308943
"214",139214,2012,2060900,13,5,2007,0.590361,0.521277,-3,22,1,99,0.25,186,1,1,"BROWN COLLEGE OF COURT REPORTING",7,5,41011,"No",8202.2,2007,4,246,1486777,"No",6043.80894308943
"215",139250,2010,155800,13,3,2007,0.544815,0.466472,0.62963,64,2,99,0.126,2759,1,0.89,"COLLEGE OF COASTAL GEORGIA",7,6,29602,"No",4933.66666666667,2007,4,976,3685960,"No",3776.59836065574
"216",139250,2010,155800,13,3,2007,0.544815,0.466472,0.62963,64,1,99,0.143,2759,1,0.89,"COLLEGE OF COASTAL GEORGIA",7,6,29602,"No",4933.66666666667,2007,4,976,3685960,"No",3776.59836065574
"217",139250,2012,155800,13,5,2007,0.561667,0.493151,0.627907,63,2,99,0.129,2447,1,0.9,"COLLEGE OF COASTAL GEORGIA",7,33,224184,"No",6793.45454545455,2007,4,1179,4637604,"No",3933.50636132316
"218",139250,2012,155800,13,5,2007,0.561667,0.493151,0.627907,63,1,99,0.178,2447,1,0.9,"COLLEGE OF COASTAL GEORGIA",7,33,224184,"No",6793.45454545455,2007,4,1179,4637604,"No",3933.50636132316
"219",139278,2012,1048700,13,5,2007,-3,-3,-3,-3,2,99,0.158,4768,1,0.96,"WEST GEORGIA TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,1464,4627795,"No",3161.06215846995
"220",139278,2012,1048700,13,5,2007,-3,-3,-3,-3,1,99,0.177,4768,1,0.96,"WEST GEORGIA TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,1464,4627795,"No",3161.06215846995
"221",139393,2010,348400,13,3,2007,0.815041,0.680851,-3,98,1,99,0.531,1109,1,1,"COVENANT COLLEGE",7,97,1016487,"No",10479.2474226804,2007,4,507,1650010,"No",3254.45759368836
"222",139393,2010,348400,13,3,2007,0.815041,0.680851,-3,98,2,99,0.2,1109,1,1,"COVENANT COLLEGE",7,97,1016487,"No",10479.2474226804,2007,4,507,1650010,"No",3254.45759368836
"223",139393,2012,348400,13,5,2007,0.863727,0.748201,-3,106,1,99,0.605,1069,1,1,"COVENANT COLLEGE",7,90,1064379,"No",11826.4333333333,2007,4,501,1647070,"No",3287.56487025948
"224",139393,2012,348400,13,5,2007,0.863727,0.748201,-3,106,2,99,0.333,1069,1,1,"COVENANT COLLEGE",7,90,1064379,"No",11826.4333333333,2007,4,501,1647070,"No",3287.56487025948
"225",139621,2010,1099700,13,3,2007,0.363885,0.270531,0.440529,90,2,99,0.016,2540,1,0.9,"EAST GEORGIA STATE COLLEGE",7,52,205745,"No",3956.63461538462,2007,4,1997,5535569,"No",2771.94241362043
"226",139621,2010,1099700,13,3,2007,0.363885,0.270531,0.440529,90,1,99,0.085,2540,1,0.9,"EAST GEORGIA STATE COLLEGE",7,52,205745,"No",3956.63461538462,2007,4,1997,5535569,"No",2771.94241362043
"227",139621,2012,1099700,13,5,2007,0.421446,0.32967,0.509804,92,2,99,0.047,2345,1,1,"EAST GEORGIA STATE COLLEGE",7,46,231282,"No",5027.86956521739,2007,4,2003,5780225,"No",2885.7838242636
"228",139621,2012,1099700,13,5,2007,0.421446,0.32967,0.509804,92,1,99,0.108,2345,1,1,"EAST GEORGIA STATE COLLEGE",7,46,231282,"No",5027.86956521739,2007,4,2003,5780225,"No",2885.7838242636
